model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,is_gaming_laptop,is_regular_laptop
hp 250 g8 6g9r1pa notebook,hewlett packard,11th gen core i3,8,512,1000,DOS,Intel Integrated Intel® UHD Graphics,15.6,1366 x 768,2,4,45,35979,False,True
acer travelmate tmp215-53 laptop,acer,pentium gold 7505,4,256,1000,Windows,Intel Integrated,15.6,1366 x 768,2,4,53,26990,False,True
hp 430 g8 366b1pa business laptop,hewlett packard,11th gen core i7,8,512,1000,Windows,Graphics & Networking: Intel Iris X Graphics,13.3,1366 X 768,8,16,75,111500,False,True
msi creator m16 a11uc-669in laptop,micro star international,11th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX3050,16.0,2560 x 1600,8,16,78,115990,False,True
lenovo thinkpad x1 yoga 20xys00r00 laptop,lenovo,11th gen core i7,16,1000,1000,Windows,Intel UHD Graphics,14.0,1920 x 1080,4,8,66,248890,False,True
lenovo thinkpad t14 2021 20w0s03f00 laptop,lenovo,11th gen core i5,8,512,1000,Windows,512 MB Intel Integrated,14.0,1920 x 1080,4,8,66,87000,False,True
huawei matebook d14 laptop,huawei,10th gen core i5,8,512,1000,Windows,Intel UHD Graphics,14.0,1920 x 1080,4,8,62,71901,False,True
lenovo ideapad slim 5 82fg01hain laptop,lenovo,11th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4,8,53,59990,False,True
asus vivobook 14 2021 x415ka-bv121ws laptop,asus,intel silver n6000,8,256,564,Windows,Intel Integrated Intel UHD,14.1,1366 x 768,4,4,48,28990,False,True
dell inspiron 3511 laptop,dell,11th gen core i3,8,512,1000,Windows,Intel UHD Graphics,15.56,1920 x 1080,2,4,57,46499,False,True
lenovo v14 g2-itl ﻿82kaa05vih laptop,lenovo,11th gen core i3,4,256,1000,Windows,Intel Integrated UHD,15.0,1920 x 1080,2,4,50,39000,False,True
huawei matebook 14 2021‎ wdh9a laptop,huawei,11th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,2160 x 1440,4,8,61,100931,False,True
asus rog zephyrus g14 ga402rjz-l4136ws gaming laptop,asus,amd ryzen 9 6900hs,16,1000,1000,Windows,8 GB AMD Radeon RX 6700S,14.0,1920 x 1080,8,16,82,155000,True,False
hp envy x360 13-bf0078tu laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,Intel Iris X Graphics,13.3,1920 x 1080,10,12,65,80990,False,True
asus rog flow x16 2022 gv601rm-m5053ws gaming laptop,asus,ryzen 7 6800hs,16,1000,1000,Windows,6 GB AMD Radeon Radeon 680M,16.0,2560 x 1600,8,16,87,187990,True,False
asus rog flow x16 2022 gv601rm-m5039ws gaming laptop,asus,ryzen 9 6900hs,16,1000,1000,Windows,6 GB AMD Radeon Radeon 680M,16.0,2560 x 1600,8,14,84,211990,True,False
lenovo v14 gen 2 82kaa002ih laptop,lenovo,11th gen core i5,8,512,1000,DOS,Intel Iris Xe Graphics,14.0,1920 x 1080,4,8,51,47199,False,True
avita pura e ns14a6 laptop,avita,10th gen core i3,8,256,564,Windows,Intel UHD Graphics 620,14.0,1920 x 1080,2,4,48,29990,False,True
lenovo thinkbook 13s itl gen 2 20v9a036ih laptop,lenovo,11th gen core i7,16,512,1000,Windows,Intel Integrated Iris Xe,13.0,2560 x 1600,4,8,65,85999,False,True
lenovo thinkpad t15p gen 2 ‎21a7001lus laptop,lenovo,11th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,14.0,1920 x 1080,8,16,69,219000,False,True
lenovo ideapad flex 5 82r700asin laptop,lenovo,12th gen core i3,8,512,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,6,8,62,59801,False,True
lenovo ideapad slim 3i 82h802eyin laptop,lenovo,11th gen core i3,8,256,1000,Windows,Intel UHD Integrated Graphics,15.6,1920 x 1080,2,4,54,37000,False,True
lenovo ideapad flex 5 82r7006hin laptop,lenovo,11th gen core i5,16,512,1000,Windows,Intel Integrated UHD Xe,14.0,1920 x 1080,4,8,69,74490,False,True
dell vostro 3400 laptop amd,dell,ryzen 5 3450u,8,256,1000,Windows,AMD Radeon,14.0,1920 x 1080,4,4,56,36990,False,True
lenovo yoga slim 7 pro 82nc00frin laptop,lenovo,11th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,2880 x 1800,4,8,62,74517,False,True
msi katana gf66 12uc-636in gaming laptop,micro star international,12th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,12,16,67,70990,True,False
msi gaming katana gf76 11uc-848in laptop,micro star international,11th gen core i7,16,512,1000,Windows,4 GB Nvidia RTX 3050,17.31,1920 x 1080,8,16,69,76990,True,False
msi gaming katana gf76 11ud-849in laptop,micro star international,11th gen core i7,16,512,1000,Windows,4 GB Nvidia RTX 3050 Ti,17.31,1920 x 1080,8,16,69,82990,True,False
msi katana gf66 12ue-1001in gaming laptop,micro star international,12th gen core i5,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,12,16,71,85990,True,False
msi gaming katana gf66 12ue-1002in laptop,micro star international,12th gen core i7,16,1000,1000,Windows,6 GB Nvidia GeForce RTX 3060,15.6,1920 x 1080,14,20,78,105990,True,False
acer swift x sfx14-41g laptop,acer,ryzen 5 5600u,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,14.0,1920 x 1080,6,12,65,76000,False,True
lenovo v14-igl ‎82c2s02k00 laptop,lenovo,celeron n4020,4,256,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,2,2,49,21999,False,True
hp 255 g8 6v2r7pa laptop,hewlett packard,amd athlon 3050u,4,256,1000,DOS,AMD Radeon Graphics,15.6,1366 x 768,2,2,48,24650,False,True
acer swift x sfx14-41g laptop,acer,amd ryzen 5 5600u,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,14.0,1920 x 1080,6,12,66,79521,False,True
asus tuf gaming f15 fx566hcb-hn231t gaming laptop,asus,11th gen core i7,8,1000,1000,Windows,4 GB ‎NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,16,65,101000,True,False
dell vostro 3400 laptop,dell,11th gen core i3,8,384,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,2,4,56,38499,False,True
asus rog flow x13 gv301rc-lj073ws gaming laptop,asus,amd ryzen 9 6900hs,32,1000,1000,Windows,4 GB ‎NVIDIA GeForce RTX 3050,13.39,1920 x 1200,8,16,81,151990,True,False
agb octev ga-9009 gaming laptop,average graphics benchmark,11th gen core i7,16,1000,1000,Windows,2 GB NVIDIA Geforce MX450,15.6,1920 x 1080,4,8,61,65000,True,False
lenovo thinkbook 14 gen 2 20vda0g9ih laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4,8,57,83399,False,True
asus rog flow x13 gv301re-lj156ws gaming laptop,asus,amd ryzen 9 6900hs,32,1000,1000,Windows,4 GB ‎NVIDIA GeForce RTX 3050 Ti,13.39,1920 x 1200,8,16,81,171990,True,False
gigabyte aorus 5 se4 gaming laptop,gigabyte,12th gen core i7,16,512,1000,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560 x 1440,14,20,75,144990,True,False
hp victus 15-fb0052ax gaming laptop,hewlett packard,amd ryzen 7 5800h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,16,74,78650,True,False
lenovo ideapad flex 5 14iau7 82r7006ein laptop,lenovo,12th gen core i3,8,512,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,6,8,61,60990,False,True
lenovo thinkpad l13 gen 2 20vhs07500 laptop,lenovo,11th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4,8,66,92999,False,True
lenovo 15ach6 82jw00p5in laptop,lenovo,ryzen 5 5600h,16,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1200,6,12,71,69990,False,True
lenovo ideapad slim 5 15itl05 82se0061in laptop,lenovo,11th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,4,8,62,63990,False,True
acer nitro 5 an515-45 nh.qclsi.004 gaming laptop,acer,amd ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,67,67990,True,False
gigabyte aero 5 ke4 oled laptop,gigabyte,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,14,20,79,143990,False,True
lenovo v14 g2-itl 82ka00g8ih laptop,lenovo,11th gen core i3,4,256,564,DOS,Intel Integrated UHD,14.0,1920 x 1080,2,4,54,29500,False,True
asus rog strix g17 2022 g713rw-kh110ws gaming laptop,asus,amd ryzen 9 6900hx,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.29,1920 x 1080,8,16,76,205780,True,False
msi crosshair 15 b12ugz-1012in gaming laptop,micro star international,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560 x 1440,14,20,81,134990,True,False
msi crosshair 15 b12uez-897in gaming laptop,micro star international,12th gen core i7,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,14,20,76,104990,True,False
lenovo v15 gen 2 laptop,lenovo,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,15.0,1920 x 1080,2,4,54,40871,False,True
lenovo v15 82kda01dih laptop,lenovo,amd ryzen 3 5300u,8,256,1000,Windows,AMD Radeon Graphics,15.6,1920 x 1080,4,8,62,39999,False,True
acer spin 3 sp314-55n laptop,acer,12th gen core i5,16,512,1000,Windows,Intel Irix Xe Graphics,14.0,1920 x 1080,10,12,59,84990,False,True
lenovo legion 5 82ju00syin laptop,lenovo,amd ryzen 7 5800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,2560 x 1600,8,16,79,129994,False,True
lenovo thinkpad t14 20w0s1c800 laptop,lenovo,11th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4,8,67,142000,False,True
msi raider ge77hx 12uhs-205in gaming laptop,micro star international,12th gen core i9,32,2000,1000,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,17.29,3840 x 2160,16,24,86,299990,True,False
msi vector gp76 12ugso-868in gaming laptop,micro star international,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.29,1920 x 1080,14,20,82,170990,True,False
msi creator m16 a12ud-633in laptop,micro star international,12th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,16.0,2560 x 1660,14,20,79,99990,False,True
msi alpha 15 b5eek-235in laptop,micro star international,ryzen 7 5800h,8,512,1000,Windows,8 GB AMD Radeon RX 6600M,15.6,1920 x 1080,8,16,75,79990,False,True
msi creator pro m16 a12uis-634in gaming laptop,micro star international,12th gen core i7,16,1000,1000,Windows,4 GB NVIDIA GeForce RTX A1000,16.0,2560 x 1660,14,20,80,109990,True,False
msi thin gf63 11sc-1046in gaming laptop,micro star international,11th gen core i5,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650 Max Q,15.6,1920 x 1080,6,12,69,54490,True,False
asus rog strix scar 17 se g733cx-ll012ws gaming laptop,asus,12th gen core i9,32,4000,1000,Windows,16 GB NVIDIA GeForce RTX 3080Ti,17.29,2560 x 1440,16,24,86,479990,True,False
asus vivobook 14 x415ja-ek324ws laptop,asus,10th gen core i3,8,512,564,Windows,Intel UHD Graphics,14.0,1920 x 1080,2,4,50,32749,False,True
chuwi herobook pro laptop,chuwi,intel celeron n4020,8,256,1000,Windows,Intel HD Graphics,14.1,1366 x 768,2,2,48,23990,False,True
msi gaming katana gf66 12ue-262in laptop,micro star international,12th gen core i7,16,1000,1000,Windows,6 GB Nvidia GeForce RTX 3060,15.6,1920 x 1080,14,20,75,144834,True,False
asus rog strix scar 15 g533zxz-ln116ws gaming laptop,asus,12th gen core i9,32,1000,1000,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,15.6,2560 x 1440,14,20,87,281990,True,False
msi katana gf76 11ue-485in laptop,micro star international,11th gen core i7,16,512,1000,Windows,6 GB Nvidia RTX 3060,17.31,1920 x 1080,8,16,72,92900,False,True
msi delta 15 a5efk-201in gaming laptop,micro star international,amd ryzen 7 5800h,16,1000,1000,Windows,10 GB AMD Radeon RX 6700M,15.6,1920 x 1080,8,16,79,100990,True,False
asus vivobook k15 oled k513ea-l503ws laptop,asus,11th gen core i5,16,256,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4,8,66,67000,False,True
asus vivobook pro 15 oled k6500zc-l502ws laptop,asus,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,12,73,89990,False,True
lenovo ideapad slim 5 82sf004xin laptop,lenovo,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10,12,67,82990,False,True
lenovo v15 g2 82kda00uih laptop,lenovo,ryzen 3 5300u,4,512,564,DOS,AMD Radeon Graphic,15.6,1920 x 1080,4,8,53,33250,False,True
lenovo ideapad 3 15itl6 82h802kyin laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4,8,56,53490,False,True
lenovo thinkbook 14 20vda0thih laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4,8,62,77500,False,True
asus vivobook s14 flip 2022 tn3402qa-lz501ws laptop,asus,amd ryzen 5 5600h,16,512,1000,Windows,AMD Radeon Graphics,14.0,1920 x 1200,6,12,56,68200,False,True
lenovo legion 5 15ach6 82ju018yin gaming laptop,lenovo,ryzen 7 5800h,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,75,117900,True,False
asus eeebook e410ka-bv101ws laptop,asus,pentium n6000,8,256,564,Windows,Intel Integrated UHD,14.1,1366 x 768,4,4,48,28990,False,True
lenovo v14-igl laptop,lenovo,celeron n4020,4,192,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,2,2,48,22999,False,True
acer nitro 5 an515-45 gaming laptop,acer,amd ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,69,59990,True,False
hp 14s-dy2508tu laptop,hewlett packard,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD,14.0,1920 x 1080,2,4,54,39990,False,True
asus vivobook ultra k14 k413ea-eb523ws laptop,asus,11th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4,8,61,60990,False,True
xiaomi notebook pro 120g laptop,xiaomi,12th gen core i5,16,512,1000,Windows,2 GB Nvidia MX550 Graphics,14.0,2560 x 1600,8,12,73,76490,False,True
asus vivobook pro 15 oled k6500ze-l501ws laptop,asus,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050Ti,15.6,1920 x 1080,8,12,69,92772,False,True
dell inspiron 7420 d560828win9s laptop,dell,12th gen core i5,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1200,10,12,56,80490,False,True
hp spectre x360 13-ef0057tu laptop,hewlett packard,12th gen core i5,16,512,1000,Windows,Intel Iris X Graphics,13.5,1920 x 1280,10,12,69,108990,False,True
dell g15-5521 se d560738win9b laptop,dell,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,14,20,85,137490,False,True
gigabyte aorus 15 xe5 gaming laptop,gigabyte,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560 x 1440,14,20,82,184900,True,False
hp spectre x360 16-f1009tx laptop,hewlett packard,12th gen core i7,16,1000,1000,Windows,4 GB Intel Arc A370M 4GB VRAM Graphics,16.0,3840 x 2400,12,16,74,176990,False,True
asus rog strix g17 g713rm-kh168w gaming laptop,asus,amd ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,17.29,1920 x 1080,8,16,67,129990,True,False
hp spectre x360 13-ef0052tu oled laptop,hewlett packard,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,13.5,3000 x 2000,10,12,67,110480,False,True
gigabyte aorus 15 xe4 gaming laptop,gigabyte,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560 x 1440,14,20,82,179990,True,False
asus rog strix scar 17 se g733cx-ll013ws gaming laptop,asus,12th gen core i9,32,2000,1000,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,17.29,2560 x 1440,16,24,86,359990,True,False
hp 255 g8 r3 laptop,hewlett packard,amd ryzen 3,8,384,1000,Windows,Missing,15.6,1920 x 1080,4,4,44,36600,False,True
hp victus 15-fb0053ax gaming laptop,hewlett packard,ryzen 7 5800h,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920 x 1080,8,16,71,83099,True,False
acer nitro an515-57 gaming laptop,acer,11th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920 x 1080,8,16,73,82990,True,False
acer nitro 5 an515-58 gaming laptop,acer,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,16,72,82990,True,False
acer nitro an515-57 un.qehsi.003 gaming laptop,acer,intel core i5,16,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,67,62990,True,False
asus vivobook 15 2022 x1502za-ez511ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Iris Xe,15.6,1920 x 1080,12,16,66,64980,False,True
asus rog zephyrus g15 2022 ga503rm-hq030ws gaming laptop,asus,amd ryzen 9 6900hs,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,8,16,84,161990,True,False
asus zenbook flip 14 oled up5401za-kn711ws laptop,asus,12th gen core i7,16,1000,1000,Windows,Intel Integrated Iris Xe,14.0,2880 x 1800,14,20,78,146490,False,True
asus proart studiobook pro 16 h7600zm-l901ws laptop,asus,12th gen core i9,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,3840 x 2400,14,20,87,217490,False,True
asus rog zephyrus g15 ga503rm-ln095ws gaming laptop,asus,amd ryzen 9 6900hs,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,8,16,82,164990,True,False
asus proart studiobook pro 16 h7600zw-l711ws laptop,asus,12th gen core i7,32,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,16.0,3840 x 2400,14,20,91,238121,False,True
msi stealth gs77 12ugs gaming laptop,micro star international,12th gen core i7,32,2000,1000,Windows,8 GB NVIDIA GeForce RTX 3070Ti,17.29,2560 x 1440,14,20,93,308990,True,False
asus proart studiobook pro 16 oled h7600zw-l911w laptop,asus,12th gen core i9,32,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070,16.0,3840 x 2400,14,20,94,249990,False,True
gigabyte aorus 5 ke4 gaming laptop,gigabyte,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,14,20,80,185000,True,False
dell latitude 3420 laptop,dell,11th gen core i3,4,256,1000,Ubuntu,Intel UHD Graphics,14.0,1366 x 768,2,4,51,34800,False,True
dell latitude 3420 laptop,dell,11th gen core i3,4,256,1000,Ubuntu,Intel UHD Graphics,14.0,1366 x 768,2,4,55,41500,False,True
hp 250 g8 64q91pa laptop,hewlett packard,11th gen core i5,8,512,1000,Windows,Intel Integrated,15.6,1366 x 768,4,8,50,64000,False,True
dell latitude 3420 laptop,dell,11th gen core i3,4,512,1000,Ubuntu,Intel UHD Graphics,14.0,1366 x 768,2,4,53,42000,False,True
lenovo ideapad gaming 3 15ach6 82k201y8in laptop,lenovo,amd ryzen 7 5800h,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,16,72,73590,True,False
acer aspire 3 a314-35 un.k0ssi.033 laptop,acer,pentium silver n6000,8,256,1000,Windows,Intel Integrated UHD Graphics,14.0,1366 x 768,4,4,48,24990,False,True
asus vivobook 15 x515ja-ej552ws laptop,asus,10th gen core i5,8,512,1000,Windows,Intel Integrated UHD,15.6,1920 x 1080,4,8,59,50000,False,True
msi vector gp66 12ugso-623in gaming laptop,micro star international,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560 x 1440,14,20,87,212990,True,False
acer aspire 3 a314-35 un.k0ssi.030 laptop,acer,pentium silver n6000,4,256,564,Windows,Intel Integrated UHD Graphics,14.0,1366 x 768,4,4,47,22990,False,True
msi vector gp66 gp76-12ugso gaming laptop,micro star international,12th gen core i7,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070Ti,17.29,1920 x 1080,14,20,86,205000,True,False
asus zenbook pro duo 14 oled ux8402za-lm711ws laptop,asus,12th gen core i7,16,1000,1000,Windows,Intel Integrated Iris Xe,14.5,2880 x 1800,14,20,76,149990,False,True
asus zenbook pro duo 14 oled ux8402ze-lm921ws laptop,asus,12th gen core i9,32,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,14.5,2880 x 1800,14,20,85,179990,False,True
asus zenbook pro duo 14 oled 2022 ux8402za-m501ws laptop,asus,12th gen core i5,16,512,1000,Windows,Intel Integrated Iris Xe,14.5,2880 x 1800,12,16,67,118299,False,True
dell inspiron 3525 d560831win9se laptop,dell,amd ryzen 3 3250u,8,256,1000,Windows,AMD Radeon AMD,15.6,1920 x 1080,2,4,59,36680,False,True
asus tuf gaming a15 2022 fa577rm-hf031ws gaming laptop,asus,amd ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,81,115990,True,False
dell alienware x15 r2 d569941win9 gaming laptop,dell,12th gen core i7,32,1000,1000,Windows,8 GB NVIDIA GEFORCE RTX 3070 Ti,15.6,1920 x 1080,8,20,86,280490,True,False
hp victus 15-fa0353tx laptop,hewlett packard,12th gen core i7,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,10,16,63,90990,False,True
hp spectre x360 13-ef0054tu laptop,hewlett packard,12th gen core i7,16,1000,1000,Windows,Intel Iris Xe Graphics,13.5,3000 x 2000,14,20,75,150480,False,True
lenovo ideapad gaming 3 15iah7 82s900rain laptop,lenovo,12th gen core i5,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8,12,74,89990,True,False
lenovo ideapad gaming 3 82k201ycin laptop,lenovo,amd ryzen 5 5600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6,12,71,66489,True,False
asus vivobook 14 x415ea-ek322ws notebook,asus,11th gen core i3,8,512,1000,Windows,Intel Integrated Intel UHD,14.0,1920 x 1080,2,4,57,38490,False,True
acer aspire 3 a315-23 un.hvtsi.015 laptop,acer,amd ryzen 5 3500u,8,512,1000,Windows,AMD Radeon AMD,15.6,1920 x 1080,4,8,56,38994,False,True
acer aspire 3 a315-23 un.hvtsi.010 laptop,acer,amd ryzen 3 3250u,8,512,564,Windows,AMD Radeon AMD,15.6,1920 x 1080,2,4,56,34490,False,True
asus rog strix g15 2022 g513rw-hq149ws gaming laptop,asus,amd ryzen 9 6900hx,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,15.6,2560 x 1440,8,16,82,174990,True,False
asus rog strix g15 2022 g513rs-hq024ws gaming laptop,asus,amd ryzen 9 6900hx,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3080,15.6,2560 x 1440,8,16,82,186000,True,False
dell inspiron 5410 icc-c782512win8 laptop,dell,11th gen core i5,8,512,1000,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4,8,69,65600,False,True
lenovo ideapad slim 3 82rk00edin laptop,lenovo,12th gen core i5,8,512,1000,Windows,‎Intel UHD Graphics,15.6,1920 x 1080,10,12,55,62390,False,True
acer aspire 3 a315-58 laptop,acer,11th gen core i5,16,512,1000,Windows,Intel Iris Xe,15.6,1920 x 1080,4,8,55,53990,False,True
acer nitro 5 an515-58 laptop,acer,12th gen core i7,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560 x 1440,14,20,79,124990,False,True
lg gram 14 14z90q-g.aj56a2 laptop,lg electronics,12th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1200 x 1920,12,16,68,91490,False,True
dell alienware x17 r2 d569943win9 gaming laptop,dell,12th gen core i7,32,1000,1000,Windows,8 GB NVIDIA GEFORCE RTX 3070 Ti,17.29,1920 x 1080,14,20,92,300490,True,False
asus tuf gaming a17 fa706ihr-hx031w gaming laptop,asus,amd ryzen 5 4600h,8,512,1000,Windows,4 GB NVIDIA GeForce GTX 1650,17.29,1920 x 1080,6,12,71,70000,True,False
asus rog strix g15 2022 g513rw-hq137ws gaming laptop,asus,amd ryzen 9 6900hx,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,15.6,2560 x 1440,8,16,84,174990,True,False
lenovo thinkbook 14 gen 2 20vd011cih laptop,lenovo,11th gen core i5,8,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,4,8,51,70900,False,True
asus rog strix g15 g513rm-hf328ws gaming laptop,asus,ryzen 7 6800h,16,1000,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920 x 1080,8,16,80,137990,True,False
hp victus 15-fa0351tx laptop,hewlett packard,12th gen core i7,8,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,10,16,61,88570,False,True
hp 15s-eq1561au laptop,hewlett packard,amd ryzen 3 3250u,8,256,564,Windows,AMD Radeon Radeon,15.6,1366 x 768,2,4,55,29997,False,True
asus rog zephyrus m16 gu603zm-k8034ws laptop,asus,12th gen core i7,16,512,1000,Windows,6 GB ‎NVIDIA GeForce RTX 3060,16.0,2560 x 1600,14,20,85,174990,False,True
asus tuf gaming f15 fx506hc-hn119w gaming laptop,asus,11th gen core i5,8,1000,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6,12,66,85990,True,False
asus rog strix g15 g513qr-hf302ws gaming laptop,asus,ryzen 7 5800h,16,1000,1000,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,1920 x 1080,8,16,81,146990,True,False
hp pavilion x360 14-dy0212tu laptop,hewlett packard,11th gen core i3,8,256,1000,Windows,Intel Integrated Iris Xe Graphics,14.0,1366 x 768,4,8,54,46999,False,True
lenovo ideapad slim 3 81x800lain laptop,lenovo,11th gen core i3,8,512,1000,Windows,Intel Integrated UHD Graphics,15.6,1920 x 1080,2,4,45,39650,False,True
lenovo thinkpad p15s 20w7s1h800 laptop,lenovo,11th gen core i7,32,1000,1000,Windows,4 GB Nvidia Quadro T500,15.6,1920 x 1080,4,8,76,168500,False,True
hp 14s-dq3037tu laptop,hewlett packard,intel celeron n4500,8,256,1000,Windows,Intel Integrated UHD Graphics,14.0,1366 x 768,2,3,45,25521,False,True
hp pavilion x360 14-ek0088tu laptop,hewlett packard,12th gen core i7,16,512,1000,Windows,Intel Iris Xe Graphics,14.0,1920 x 1080,10,12,62,89990,False,True
asus vivobook s14 flip 2022 tn3402qa-lz511ws laptop,asus,amd ryzen 5 5600h,16,512,1000,Windows,AMD Radeon Graphics,14.0,1920 x 1200,6,12,63,72990,False,True
